#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-09-20T11:33:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ632999b530aaa9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50&HTTPPRM:&&-ref=VIZ632999b530aaa9&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=SpType&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
HR	Name	RAJ2000	DEJ2000	Vmag	SpType
4942	   Xi 2Cen	13 06 54.6	-49 54 22	 4.27	  B1.5V
4943	 14    CVn	13 05 44.5	+35 47 56	 5.25	  B9V
4944	          	13 07 24.2	-59 51 38	 5.99	  F8-G2+B9IV
4945	          	13 05 52.3	+45 16 07	 5.63	  K1III
4946	 39    Com	13 06 21.2	+21 09 12	 5.99	  F4V
4947	          	13 06 54.3	-35 51 43	 6.54	  A0IV-III
4948	          	13 06 10.2	+29 01 46	 6.54	  A3IV
4949	 40    Com	13 06 22.6	+22 36 58	 5.60	  M5III
4950	          	13 04 49.7	+73 01 31	 6.31	  F0V
4951	          	13 07 38.3	-53 27 35	 5.71	  B8V
4952	   The Mus	13 08 07.0	-65 18 23	 5.51	  B0Ia+WC5:
4953	          	13 06 22.7	+62 02 31	 6.14	  G7III
4954	 41    Com	13 07 10.7	+27 37 29	 4.80	  K5III
4955	 49    Vir	13 07 53.8	-10 44 25	 5.19	  K2III
4956	          	13 07 53.6	+27 33 21	 6.19	  K4III
4957	          	13 08 32.5	-08 59 04	 5.55	  K3III
4958	 45Psi Hya	13 09 03.3	-23 07 05	 4.95	  K1III
4959	          	13 09 14.4	-09 32 18	 6.32	  K0
4960	          	13 09 12.4	+10 01 20	 5.78	  K0III
4961	 50    Vir	13 09 45.3	-10 19 46	 5.94	  K5III
4962	          	13 09 47.8	+16 50 55	 5.91	  K5III
4963	 51The Vir	13 09 57.0	-05 32 20	 4.38	  A1IV s+Am
4964	          	13 09 38.7	+37 25 23	 6.02	  K3III
4965	          	13 10 58.4	-52 34 01	 6.06	  ApSi
4966	          	13 11 51.6	-69 56 31	 5.91	  F3IV-V
4967	 15    CVn	13 09 42.0	+38 32 02	 6.28	  B7III
4968	 42Alp Com	13 09 59.3	+17 31 46	 5.22	  F5V
4969	 42Alp Com	13 09 59.3	+17 31 46	 5.22	  F5V
4970	          	13 11 08.8	-42 13 59	 5.79	  F7IV
4971	 17    CVn	13 10 03.2	+38 29 56	 5.91	  A9III-IV
4972	          	13 11 53.1	-63 18 10	 6.33	  A8II-III
4973	          	13 11 23.2	-43 22 08	 5.25	  K1-2III
4974	          	13 09 50.2	+62 13 45	 6.54	  A1V
4975	          	13 12 17.4	-59 55 15	 4.60	  B8V
4976	          	13 14 17.2	-78 26 50	 5.85	  F8Ib
4977	          	13 12 48.9	-66 13 37	 5.90	  A0Vm:
4978	          	13 11 39.2	-26 33 06	 6.50	  A5Vn
4979	          	13 12 03.2	-37 48 11	 4.85	  G3V
4980	          	13 12 56.0	-59 49 00	 6.16	  G0V
4981	 53    Vir	13 12 03.5	-16 11 55	 5.04	  F5III-IV
4982	          	13 12 50.9	-42 41 59	 6.22	  K0III
4983	 43Bet Com	13 11 52.4	+27 52 41	 4.26	  F9.5V
4984	          	13 12 08.4	+24 15 29	 6.33	  K1III
4985	          	13 13 23.5	-50 42 00	 5.89	  B9V
4986	          	13 12 32.9	+11 33 22	 5.77	  M0III
4987	          	13 12 35.9	+18 45 06	 6.53	  G8III
4988	          	13 14 12.1	-58 41 02	 5.89	  K0-1III
4989	          	13 14 14.8	-59 06 12	 4.92	  F7IV
4990	 54    Vir	13 13 26.8	-18 49 36	 6.28	  B9III
4991	          	13 13 57.5	-43 08 20	 6.16	  K4III
4992	          	13 13 12.4	+18 43 37	 6.11	  G8III
4993	   Eta Mus	13 15 14.9	-67 53 40	 4.80	  B8V
4994	          	13 15 25.7	-69 40 47	 6.37	  K2-3III
4995	 55    Vir	13 14 10.9	-19 55 51	 5.33	  G6V
4996	          	13 14 43.1	-48 57 24	 5.89	  K1III
4997	          	13 13 43.0	+40 09 10	 4.92	  G8IIIaCN0.5
4998	          	13 14 31.3	+11 19 54	 5.67	  M0III
4999	          	13 15 09.7	-36 22 16	 6.19	  K1III
5000	          	13 16 44.8	-65 08 18	 6.07	  F5V
5001	 57    Vir	13 15 58.8	-19 56 35	 5.22	  K1III-IV
5002	          	13 17 13.0	-66 47 01	 4.87	  K2Ib-II
5003	          	13 13 32.0	+72 47 56	 6.59	  A2V
5004	 19    CVn	13 15 32.0	+40 51 19	 5.79	  A7V
5005	          	13 16 25.5	-01 23 26	 6.68	  F1IV
5006	          	13 16 53.1	-31 30 22	 5.10	  K1III
5007	          	13 16 14.3	+19 03 06	 6.45	  G8III
5008	          	13 17 13.9	-43 58 46	 5.84	  Am
5009	          	13 12 25.4	+80 28 17	 6.25	  K0Ib
5010	          	13 16 32.3	+19 47 07	 6.45	  F0V
5011	 59    Vir	13 16 46.5	+09 25 27	 5.22	  G0V s
5012	          	13 19 18.9	-72 02 08	 6.04	  K3III
5013	          	13 17 15.6	+13 40 32	 5.33	  K3III
5014	          	13 17 29.9	-00 40 36	 6.37	  F0V
5015	 60Sig Vir	13 17 36.3	+05 28 11	 4.80	  M1III
5016	          	13 18 34.6	-51 17 10	 6.19	  A0V
5017	 20    CVn	13 17 32.5	+40 34 21	 4.73	  F3III
5018	          	13 16 28.6	+68 24 29	 6.20	  B9.5V
5019	 61    Vir	13 18 24.3	-18 18 41	 4.74	  G6V
5020	 46Gam Hya	13 18 55.3	-23 10 18	 3.00	  G8-IIIa
5021	          	13 18 51.1	+03 41 16	 6.62	  A1IV
5022	          	13 18 27.8	+34 05 53	 5.82	  K4.5III
5023	 21    CVn	13 18 14.5	+49 40 55	 5.15	  A0V
5024	          	13 20 34.9	-59 46 24	 6.18	  F3-F5II
5025	          	13 19 04.2	+35 07 41	 6.02	  F0IV
5026	          	13 20 37.8	-52 44 53	 5.48	  B6V
5027	          	13 20 48.3	-55 48 02	 6.02	  B0.5Ia
5028	   Iot Cen	13 20 35.8	-36 42 44	 2.75	  A2V
5029	          	13 20 57.7	-46 52 50	 5.77	  K1III
5030	          	13 22 52.6	-72 08 48	 6.05	  B6V
5031	          	13 20 41.6	+02 56 30	 6.26	  A3V
5032	 23    CVn	13 20 19.0	+40 09 02	 5.60	  K1III
5033	          	13 21 29.9	-19 29 20	 6.21	  A2V
5034	          	13 22 35.7	-60 58 20	 6.18	  B2.5Vn
5035	          	13 22 37.9	-60 59 18	 4.53	  B3V
5036	          	13 22 16.2	-52 10 59	 5.83	  B2.5Ib
5037	          	13 21 41.6	+02 05 14	 5.69	  A2V
5038	          	13 22 52.7	-47 56 35	 6.16	  A4V
5039	          	13 23 02.6	-48 33 46	 6.38	  B6IV
5040	 64    Vir	13 22 09.7	+05 09 17	 5.87	  A2m
5041	          	13 24 00.5	-64 32 09	 4.53	  G6II
5042	   Iot1Mus	13 25 07.1	-74 53 16	 5.05	  K0III
5043	          	13 23 08.7	-33 11 24	 6.22	  M1III
5044	 63    Vir	13 23 01.1	-17 44 07	 5.37	  KIII
5045	          	13 22 03.8	+43 54 11	 6.35	  A7m
5046	          	13 23 52.3	-49 49 23	 6.48	  G8III
5047	 65    Vir	13 23 18.9	-04 55 28	 5.89	  K3III
5048	          	13 25 13.9	-64 29 07	 5.31	  F2III
5049	          	13 25 50.1	-70 37 39	 5.67	  ApHgMn:
5050	 66    Vir	13 24 33.2	-05 09 50	 5.75	  F3-4V s
5051	   Iot2Mus	13 27 18.3	-74 41 31	 6.63	  B9V
5052	          	13 23 54.0	+37 02 02	 6.07	  M3III
5053	          	13 24 30.5	+12 25 55	 6.44	  K0III
5054	 79Zet UMa	13 23 55.5	+54 55 31	 2.27	  A1VpSrSi
5055	 79Zet UMa	13 23 56.4	+54 55 18	 3.95	  A1m
5056	 67Alp Vir	13 25 11.6	-11 09 41	 0.98	  B1III-IV+B2V
5057	          	13 25 06.7	+23 51 16	 5.78	  A3IV
5058	          	13 26 07.8	-39 45 19	 5.09	  K0.5III:Ba3
5059	          	13 26 11.4	-01 11 33	 5.97	  A7III
5060	          	13 26 56.1	-41 29 53	 5.69	  K3III
5061	          	13 27 06.3	-49 08 38	 6.31	  A0III-IV
5062	 80    UMa	13 25 13.5	+54 59 17	 4.01	  A5V
5063	          	13 27 20.8	-49 22 51	 6.28	  B3IV
5064	 68    Vir	13 26 43.2	-12 42 28	 5.25	  M0III
5065	          	13 27 14.7	-40 09 47	 6.40	  G8/K0III
5066	          	13 28 46.4	-69 37 41	 6.20	  ApSi
5067	          	13 26 16.6	+46 01 41	 5.88	 gK0
5068	 69    Vir	13 27 27.2	-15 58 25	 4.76	  K0-III-IVCN2Fe0.5
5069	          	13 29 07.6	-64 40 33	 6.11	  ApSrEuCr
5070	          	13 25 59.9	+63 15 40	 6.50	  G6V
5071	          	13 29 25.2	-51 09 55	 5.06	  A1V
5072	 70    Vir	13 28 25.8	+13 46 44	 4.98	  G4V
5073	          	13 26 08.1	+72 23 29	 5.79	  M1IIIab
5074	          	13 27 04.6	+64 44 08	 6.66	  F0
5075	          	13 27 10.7	+64 43 10	 7.04	  F0
5076	          	13 27 59.5	+52 44 45	 6.34	  F0
5077	          	13 28 26.2	+40 43 47	 6.47	  G8III
5078	          	13 29 14.9	-01 21 52	 6.43	  K0III
5079	          	13 28 11.7	+50 35 14	 6.80	  F1IV
5080	          	13 29 42.8	-23 16 53	 4.97	  M7IIIe
5081	 71    Vir	13 29 13.0	+10 49 06	 5.65	  K0III
5082	          	13 33 14.8	-77 34 06	 6.48	  F6V
5083	          	13 28 45.7	+50 43 06	 6.43	  F0IV
5084	   Kap Oct	13 40 55.5	-85 47 10	 5.58	  Am
5085	          	13 28 27.1	+59 56 45	 5.40	  A1Vn
5086	          	13 30 00.1	+07 10 44	 6.17	  K5
5087	          	13 29 57.6	+06 00 48	 6.51	  K0
5088	 72    Vir	13 30 25.7	-06 28 13	 6.09	  F2V
5089	          	13 31 02.7	-39 24 27	 3.88	  G9Ib*
5090	          	13 31 33.3	-28 06 46	 6.47	  A1V
5091	          	13 26 56.7	+78 38 38	 5.77	  G2.5IIIbCH1
5092	          	13 32 05.3	-38 23 57	 6.16	  K1III
5093	          	13 33 35.7	-65 37 57	 6.37	  A0V
5094	 73    Vir	13 32 02.8	-18 43 44	 6.01	  F0IV-V
5095	 74    Vir	13 31 57.9	-06 15 21	 4.69	  M2III
5096	          	13 31 15.8	+42 06 22	 6.08	  K2III
5097	          	13 32 35.9	-28 41 34	 5.69	  A1Vn
5098	          	13 32 34.5	-29 33 55	 6.45	  F3IV
5099	 75    Vir	13 32 51.7	-15 21 47	 5.55	  K1.5IIIb
5100	 76    Vir	13 32 58.1	-10 09 54	 5.21	  K0III
5101	          	13 33 00.7	-07 11 42	 6.68	  M7IIIe
5102	          	13 32 48.1	+24 20 47	 6.11	  G8III
5103	          	13 34 28.9	-48 16 20	 6.33	  B8III
5104	          	13 34 43.6	-33 18 39	 6.44	  K2III
5105	 78    Vir	13 34 07.9	+03 39 32	 4.94	  A1pSrCrEu
5106	          	13 34 40.5	-13 12 52	 5.91	  A2pSrEu:Cr:
5107	 79Zet Vir	13 34 41.6	-00 35 45	 3.37	  A3V
5108	          	13 34 21.8	+38 47 21	 6.37	  F0IV
5109	 81    UMa	13 34 07.3	+55 20 55	 5.60	  A0V
5110	          	13 34 47.8	+37 10 57	 4.98	  F2IV
5111	 80    Vir	13 35 31.3	-05 23 46	 5.73	  G6III
5112	 24    CVn	13 34 27.3	+49 00 58	 4.70	  A5V
5113	          	13 37 12.2	-61 41 31	 5.63	  F6V
5114	          	13 35 33.3	+10 12 17	 6.49	  K1III+F6V
5115	          	13 39 11.9	-75 41 02	 6.34	  B8IV
5116	          	13 35 14.1	+44 11 49	 6.84	  A7-F0III
5117	          	13 36 50.5	-34 28 04	 6.50	  K0III
5118	          	13 37 06.0	-44 08 36	 5.98	  G8-K0III
5119	          	13 38 45.7	-70 26 42	 6.10	  K3III
5120	          	13 36 48.4	-26 29 42	 5.78	  A7III
5121	          	13 37 23.7	-46 25 42	 5.90	  B8V
5122	          	13 38 07.6	-58 24 54	 6.42	  K1III
5123	          	13 36 59.1	+24 36 48	 5.74	  M2III
5124	          	13 38 49.1	-57 37 23	 6.01	  G5Ib
5125	          	13 40 00.6	-70 47 18	 6.59	  K0III
5126	          	13 36 39.8	+49 29 12	 6.49	  K1III
5127	 25    CVn	13 37 27.6	+36 17 42	 4.82	  A7III
5128	          	13 38 42.0	-29 33 39	 5.83	  F5V
5129	          	13 38 07.9	+14 18 06	 6.52	  A9V s
5130	          	13 40 10.9	-64 34 37	 5.79	  F3III-IV
5131	          	13 34 42.8	+76 32 48	 6.57	  K5III:
5132	   Eps Cen	13 39 53.2	-53 27 59	 2.30	  B1III
5133	          	13 37 43.0	+50 42 53	 6.48	  M2II-III+K3III:
5134	          	13 39 59.7	-49 57 01	 6.00	  M5III
5135	          	13 39 40.8	-39 44 53	 6.27	  M4III
5136	          	13 39 48.6	-40 03 07	 5.60	  K2/3III
5137	          	13 39 02.3	+18 15 55	 6.48	  K3III
5138	          	13 39 34.6	+10 44 46	 5.57	  F0V
5139	          	13 37 11.0	+71 14 32	 5.50	 gK2
5140	          	13 42 01.1	-58 47 14	 5.38	  B9III
5141	          	13 41 44.7	-54 33 36	 5.01	  B8Vn
5142	 82    UMa	13 39 30.4	+52 55 17	 5.46	  A3Vn
5143	          	13 40 15.6	+31 00 43	 6.21	  G5II:
5144	  1    Boo	13 40 40.5	+19 57 20	 5.75	  A1V
5145	          	13 40 39.1	+28 03 55	 6.23	  K3III
5146	          	13 41 30.9	-23 26 59	 6.59	  A0
5147	          	13 41 45.7	-33 35 49	 6.05	  K0e-M4IIe
5148	          	13 40 23.2	+50 31 10	 6.32	  F7-9V
5149	  2    Boo	13 41 02.3	+22 29 45	 5.62	  G9III
5150	 82    Vir	13 41 36.8	-08 42 11	 5.01	  M1.5III
5151	          	13 42 56.1	-56 46 05	 6.00	  B0.5III
5152	          	13 42 54.6	-50 47 26	 6.41	  M0III
5153	          	13 40 21.3	+57 12 27	 6.29	  A2VpSrCrEu
5154	 83    UMa	13 40 44.3	+54 40 54	 4.66	  M2IIIabBa0.5
5155	          	13 42 55.0	-41 24 04	 5.98	  K0III
5156	          	13 42 12.7	+08 23 18	 6.16	  F3Vp
5157	          	13 43 40.0	-42 04 03	 5.98	  B8III
5158	          	13 44 15.9	-51 00 47	 6.47	  A0pSiCr
5159	 84    Vir	13 43 03.7	+03 32 17	 5.36	  K2III
5160	          	13 42 28.8	+41 40 27	 6.30	  G6III
5161	          	13 42 43.4	+34 59 20	 5.98	  G5III
5162	          	13 41 29.9	+64 49 21	 5.85	  A2V
5163	          	13 43 54.3	-05 29 56	 6.51	  A1V
5164	          	13 43 45.2	+22 42 01	 6.13	  K4III
5165	 83    Vir	13 44 29.8	-16 10 45	 5.60	  G0Ib-IIa
5166	          	13 44 45.7	-25 30 03	 6.21	  K0
5167	          	13 45 36.9	-26 06 58	 5.81	  A1Vn
5168	  1    Cen	13 45 41.2	-33 02 38	 4.23	  F3IV
5169	          	13 43 54.7	+52 03 52	 6.02	  A1V
5170	 85    Vir	13 45 35.1	-15 46 03	 6.19	  A2Vn
5171	          	13 47 10.7	-62 35 24	 6.51	  K00-Iae
5172	          	13 46 39.3	-51 25 58	 4.65	  G8-K0III
5173	 86    Vir	13 45 56.3	-12 25 36	 5.51	  G8III
5174	          	13 46 56.4	-36 15 07	 5.15	  A0V
5175	          	13 47 27.6	-50 14 58	 5.91	  A3mA5F0
5176	          	13 47 38.4	-50 19 16	 5.45	  K2III
5177	          	13 45 13.2	+55 52 46	 6.50	  F7IV-V
5178	          	13 47 13.5	-09 42 33	 6.05	  K5III
5179	          	13 46 13.5	+41 05 19	 5.87	  A5V
5180	          	13 46 19.0	+38 30 14	 5.94	  G9III
5181	 87    Vir	13 47 25.4	-17 51 36	 5.43	  M2IIIab
5182	  3    Boo	13 46 43.3	+25 42 08	 5.95	  G5III+A7V:
5183	          	13 46 57.1	+06 21 02	 6.33	  G0-1IV-V
5184	          	13 42 39.3	+78 03 52	 5.91	 gG7
5185	  4Tau Boo	13 47 15.7	+17 27 24	 4.50	  F6IV
5186	          	13 46 59.8	+38 32 34	 5.50	  K0III+F8V
5187	 84    UMa	13 46 35.7	+54 25 58	 5.70	  B9pEuCr
5188	          	13 55 38.7	-82 39 58	 5.95	  K2.5IIIaCH-3Ba0.5
5189	          	13 48 55.1	-35 42 14	 6.53	  G3IV-V
5190	   Nu  Cen	13 49 30.3	-41 41 16	 3.41	  B2IV
5191	 85Eta UMa	13 47 32.4	+49 18 48	 1.86	  B3V
5192	  2    Cen	13 49 26.7	-34 27 03	 4.19	  M4.5III
5193	   Mu  Cen	13 49 37.0	-42 28 26	 3.04	  B2IV-Ve
5194	          	13 51 47.4	-69 24 05	 5.75	  K5-M0III
5195	          	13 48 38.7	+31 11 25	 5.62	  K0III
5196	 89    Vir	13 49 52.3	-18 08 03	 4.97	  K0.5III-IIIb
5197	          	13 50 06.5	-29 04 53	 6.18	  A0V
5198	          	13 50 19.4	-39 54 04	 6.44	  K1III
5199	          	13 48 57.2	+39 32 34	 7.40	  M6IIIe
5200	  5Ups Boo	13 49 28.6	+15 47 52	 4.07	  K5.5III
5201	  6    Boo	13 49 42.8	+21 15 51	 4.91	  K4III
5202	          	13 50 34.5	-19 53 50	 6.53	  G5III-IV:+A5:
5203	          	13 42 23.1	+82 45 09	 5.98	  G9III
5204	          	13 49 45.0	+36 37 58	 6.38	  A7IV-V
5205	          	13 50 24.7	+05 29 50	 6.01	  K0
5206	          	13 51 47.2	-46 53 57	 5.77	  B2Vp
5207	          	13 52 04.8	-52 48 42	 5.25	  B9V
5208	          	13 51 36.6	-36 26 00	 6.35	  F6IV-V
5209	          	13 51 20.4	-24 23 27	 6.45	  G5V
5210	  3    Cen	13 51 49.6	-32 59 40	 4.56	  B5IIIp
5211	  3    Cen	13 51 50.1	-32 59 41	 6.06	  B8V
5212	          	13 52 00.9	-31 37 10	 6.12	  F7V
5213	          	13 49 45.5	+61 29 21	 5.96	  G3V
5214	          	13 51 04.5	+34 46 21	 6.65	  A5IV
5215	          	13 51 09.2	+34 39 52	 5.87	  M2III
5216	          	13 50 27.7	+58 32 22	 6.46	  A3V
5217	          	13 53 43.1	-53 22 25	 5.89	  B5III
5218	          	13 54 48.9	-67 39 09	 5.71	  K2III
5219	          	13 51 47.5	+34 26 39	 4.74	  K5III
5220	          	13 52 18.4	+12 09 55	 6.04	  A1V
5221	  4    Cen	13 53 12.5	-31 55 40	 4.73	  B4IV
5222	          	13 53 32.8	-35 39 51	 5.54	  F4V
5223	          	13 53 56.9	-47 07 41	 6.10	  B2IIIe
5224	          	13 53 52.2	-35 18 52	 6.19	  K1IV-V
5225	  7    Boo	13 53 12.9	+17 55 58	 5.70	  G5III
5226	 10    Dra	13 51 25.9	+64 43 24	 4.65	  M3.5III
5227	          	13 50 59.2	+68 18 55	 6.40	  K2IV
5228	          	13 54 16.6	-28 34 11	 6.04	  K2III
5229	          	13 53 10.3	+28 38 53	 5.90	  A7V
5230	          	13 55 12.2	-52 09 40	 5.71	  B9V
5231	   Zet Cen	13 55 32.4	-47 17 18	 2.55	  B2.5IV
5232	 90    Vir	13 54 42.1	-01 30 11	 5.15	  K2III
5233	          	13 54 58.2	-08 03 32	 6.19	  F8V+G0
5234	          	13 56 19.8	-54 07 55	 6.14	  A1V
5235	  8Eta Boo	13 54 41.1	+18 23 52	 2.68	  G0IV
5236	          	13 56 33.0	-54 42 16	 6.00	  G6IV-V
5237	          	13 55 44.5	-31 17 06	 6.51	  G8III
5238	 86    UMa	13 53 51.0	+53 43 43	 5.70	  A0V
5239	          	13 56 19.5	-46 35 33	 5.83	  K1III
5240	          	14 00 32.8	-78 35 24	 6.09	  B9III
5241	          	13 57 38.9	-63 41 12	 4.71	  K1.5III
5242	          	13 58 31.2	-65 48 02	 6.20	  K0III
5243	          	13 55 50.0	+14 03 23	 6.16	  F6V
5244	 92    Vir	13 56 27.9	+01 03 02	 5.91	  A8V
5245	          	13 56 10.5	+32 01 57	 6.32	  F4IV-V
5246	          	13 57 27.7	-23 01 22	 6.14	  K0
5247	  9    Boo	13 56 34.2	+27 29 31	 5.01	  K3III
5248	   Phi Cen	13 58 16.3	-42 06 03	 3.83	  B2IV
5249	   Ups1Cen	13 58 40.8	-44 48 13	 3.87	  B2IV-V
5250	 47    Hya	13 58 31.1	-24 58 20	 5.15	  B8VpShell
5251	          	13 59 17.3	-50 22 12	 5.91	  G8-K0III
5252	          	14 00 17.3	-61 28 53	 6.49	  F1III-IV
5253	          	14 00 52.2	-66 16 07	 5.97	  F2III
5254	          	13 58 39.9	+14 38 58	 6.00	  K5III
5255	 10    Boo	13 58 38.9	+21 41 46	 5.76	  A0V s
5256	          	13 57 32.1	+61 29 34	 6.37	  K3V
5257	 48    Hya	14 00 00.1	-25 00 37	 5.77	  F7V
5258	          	13 59 49.3	-03 32 59	 6.40	  F8V
5259	          	14 01 19.0	-40 13 20	 6.13	  K1III
5260	   Ups2Cen	14 01 43.4	-45 36 13	 4.34	  F6II
5261	   The Aps	14 05 19.8	-76 47 48	 5.50	  M6.5III:
5262	          	14 01 20.4	+08 53 41	 5.99	  A2V
5263	 11    Boo	14 01 10.5	+27 23 12	 6.23	  A7III
5264	 93Tau Vir	14 01 38.8	+01 32 40	 4.26	  A3V
5265	          	14 02 22.8	-27 25 48	 5.48	  K3III
5266	          	14 03 26.2	-56 12 49	 5.92	  K2III
5267	   Bet Cen	14 03 49.4	-60 22 23	 0.61	  B1III
5268	          	14 03 01.7	-31 41 02	 6.18	  F8V
5269	          	14 03 27.5	-41 25 24	 6.11	  ApSi
5270	          	14 02 31.8	+09 41 11	 6.20	  F8IV
5271	          	14 02 12.2	+45 45 13	 6.27	  K2III
5272	          	14 03 53.1	-22 25 18	 6.30	  F5III
5273	          	14 03 32.3	+10 47 12	 6.30	  G8V
5274	          	14 03 36.8	+07 32 47	 6.26	  G9III
5275	          	14 03 55.8	+04 54 03	 6.24	  F4V
5276	          	14 04 14.6	-05 22 53	 6.39	  K0
5277	          	14 04 27.0	-14 58 18	 6.28	  G6III
5278	          	14 05 46.5	-54 40 10	 6.17	  A5III-IV
5279	          	14 08 27.1	-74 51 01	 6.02	  G2-3IV
5280	          	14 02 59.7	+50 58 19	 6.15	  A2V
5281	          	14 06 25.1	-59 42 56	 6.42	  B0Ia
5282	          	14 01 50.6	+68 40 43	 6.34	  K5
5283	          	14 04 37.5	+02 17 51	 6.28	  K0
5284	          	14 05 14.0	-16 20 09	 6.56	  A4V
5285	   Chi Cen	14 06 02.8	-41 10 47	 4.36	  B2V
5286	          	14 06 10.9	-43 05 31	 6.20	  G8III
5287	 49Pi  Hya	14 06 22.3	-26 40 57	 3.27	  K2-III-IIIbFe-0.5
5288	  5The Cen	14 06 41.0	-36 22 12	 2.06	  K0-IIIb
5289	          	14 08 14.3	-63 12 29	 6.40	  G8-K0III
5290	 95    Vir	14 06 42.8	-09 18 48	 5.46	  F2IV
5291	 11Alp Dra	14 04 23.3	+64 22 33	 3.65	  A0III
5292	          	14 08 56.3	-59 16 36	 6.34	  B5IV
5293	          	14 10 30.9	-70 18 20	 6.05	  K4II
5294	          	14 08 51.9	-43 28 16	 6.17	  B9V
5295	          	14 11 01.9	-69 43 11	 6.06	  A6IV
5296	          	14 09 35.0	-51 30 17	 6.00	  B9IV
5297	          	14 09 54.8	-53 26 21	 4.75	  G9-III
5298	 96    Vir	14 09 00.6	-10 20 04	 6.47	  G8III
5299	          	14 07 55.8	+43 51 16	 5.27	  M4.5:III
5300	 13    Boo	14 08 17.3	+49 27 29	 5.25	  M1.5III
5301	          	14 10 50.5	-16 18 07	 4.91	  M2IIIa
5302	          	14 08 46.0	+59 20 16	 6.46	  K0III
5303	   Eta Aps	14 18 13.8	-81 00 28	 4.91	  A2m
5304	 12    Boo	14 10 23.9	+25 05 30	 4.83	  F9IV w
5305	  3    UMi	14 06 56.4	+74 35 37	 6.45	  A7V
5306	          	14 16 54.9	-77 39 50	 6.47	  K2IIp
5307	          	14 11 31.2	+01 21 44	 6.43	  F7V
5308	          	14 13 16.4	-53 39 57	 5.56	  K5III+B-A
5309	          	14 12 24.5	-24 21 51	 6.34	  K0
5310	          	14 11 15.1	+32 17 44	 6.11	  K4III
5311	          	14 13 39.9	-54 37 33	 6.11	  B5Ve
5312	 50    Hya	14 12 46.0	-27 15 40	 5.08	  K3III
5313	          	14 12 15.8	+02 24 34	 5.01	  A0VpSi
5314	          	14 13 13.2	-26 36 44	 6.24	  K0III
5315	 98Kap Vir	14 12 53.8	-10 16 25	 4.19	  K2.5IIIFe-0.5
5316	          	14 14 57.0	-57 05 09	 5.07	  B4Vne
5317	          	14 13 40.8	-00 50 44	 5.91	  F7V w
5318	          	14 14 42.6	-41 50 15	 5.61	  G8III
5319	          	14 15 21.2	-53 30 35	 6.39	  K3III
5320	          	14 16 38.6	-66 35 16	 5.75	  B1.5III
5321	  4    UMi	14 08 50.9	+77 32 51	 4.82	  K3III
5322	          	14 14 21.3	-05 56 51	 6.36	  F9V
5323	 14    Boo	14 14 05.2	+12 57 34	 5.54	  F6IV
5324	          	14 15 01.3	-29 16 55	 6.08	  A1V
5325	          	14 15 38.8	-45 00 03	 6.31	  F9V
5326	          	14 16 34.2	-59 54 50	 6.39	  M5IIe
5327	          	14 24 23.3	-82 50 55	 6.42	  B8Ve
5328	 17Kap1Boo	14 13 27.7	+51 47 16	 6.69	  F1V
5329	 17Kap2Boo	14 13 29.0	+51 47 25	 4.54	  A8IV
5330	 15    Boo	14 14 50.8	+10 06 02	 5.29	  K1III
5331	          	14 14 53.0	+03 20 10	 6.45	  M4IIIab
5332	          	14 15 24.1	-18 12 03	 5.43	  A1V
5333	          	14 14 41.0	+21 52 24	 6.39	  A7V
5334	          	14 12 04.0	+69 25 57	 5.24	  M2IIIab
5335	          	14 14 23.5	+41 31 08	 6.24	 gK3
